jobId,skill,skill_normalized,extraction_method
260925027837,Equity Settlement,Equity Settlement,tagsAndSkills
260925027837,Advisory,Advisory,tagsAndSkills
260925023939,Brokerage Generation,Brokerage Generation,tagsAndSkills
260925023939,Field Sales,Field Sales,tagsAndSkills
260925023939,Open Market,Open Market,tagsAndSkills
260925023939,Acquisition,Acquisition,tagsAndSkills
260925023939,Revenue Generation,Revenue Generation,tagsAndSkills
260925023939,Sales,Sales,tagsAndSkills
260925023939,Relationship,Relationship,tagsAndSkills
260925023939,Marketing,Marketing,tagsAndSkills
260925022591,Sub Contractor Billing,Sub Contractor Billing,tagsAndSkills
260925022591,Bill Of Quantities,Bill Of Quantities,tagsAndSkills
260925022591,Ra Bills,Ra Bills,tagsAndSkills
260925022591,Quantity Surveying,Quantity Surveying,tagsAndSkills
260925022591,Contractors,Contractors,tagsAndSkills
260925022591,Civil,Civil,tagsAndSkills
260925022591,Subcontractors,Subcontractors,tagsAndSkills
260925022591,Billing engineering,Billing engineering,tagsAndSkills
260925008416,Retail Sales,Retail Sales,tagsAndSkills
260925008416,Channel Sales,Channel Sales,tagsAndSkills
260925008416,Secondary Sales,Secondary Sales,tagsAndSkills
260925008416,Primary Sales,Primary Sales,tagsAndSkills
260925008416,Distributor Handling,Distributor Handling,tagsAndSkills
260925008416,Handling,Handling,tagsAndSkills
260925008416,Secondary,Secondary,tagsAndSkills
260925008416,Channel,Channel,tagsAndSkills
260825004995,English,English,tagsAndSkills
260825004995,BPO,BPO,tagsAndSkills
260825004995,International Voice Process,International Voice Process,tagsAndSkills
260825004995,Part time,Part time,tagsAndSkills
260825004995,Part,Part,tagsAndSkills
260825004995,International,International,tagsAndSkills
260825004995,Time,Time,tagsAndSkills
260825004995,Voice process,Voice process,tagsAndSkills
250925000010,Quality Assurance,Quality Assurance,tagsAndSkills
250925000010,Capa,Capa,tagsAndSkills
250925000010,Iso 50001,Iso 50001,tagsAndSkills
250925000010,Iso Standards,Iso Standards,tagsAndSkills
250925000010,ABS,ABS,tagsAndSkills
250925000010,QMS,QMS,tagsAndSkills
250925000010,Iatf,Iatf,tagsAndSkills
250925000010,Quality Control,Quality Control,tagsAndSkills
240925913714,unity3d,Unity3D,tagsAndSkills
240925913714,game design,Game Design,tagsAndSkills
240925913714,animation,Animation,tagsAndSkills
240925913714,graphic designing,Graphic Designing,tagsAndSkills
240925913714,asset,Asset,tagsAndSkills
240925913714,3d modeling,3D Modeling,tagsAndSkills
240925913714,c#,C#,tagsAndSkills
240925913714,3ds max,3Ds Max,tagsAndSkills
240925913711,project management,Project Management,tagsAndSkills
240925913711,production scheduling,Production Scheduling,tagsAndSkills
240925913711,game development,Game Development,tagsAndSkills
240925913711,project budgeting,Project Budgeting,tagsAndSkills
240925913711,quality management,Quality Management,tagsAndSkills
240925913711,c#,C#,tagsAndSkills
240925913711,virtual reality,Virtual Reality,tagsAndSkills
240925913711,project scheduling,Project Scheduling,tagsAndSkills
240925913706,data analysis,Data Analysis,tagsAndSkills
240925913706,javascript,Javascript,tagsAndSkills
240925913706,game development,Game Development,tagsAndSkills
240925913706,java,Java,tagsAndSkills
240925913706,html,Html,tagsAndSkills
240925913706,c#,C#,tagsAndSkills
240925913706,css,Css,tagsAndSkills
240925913706,virtual reality,Virtual Reality,tagsAndSkills
240925913691,unity3d,Unity3D,tagsAndSkills
240925913691,game design,Game Design,tagsAndSkills
240925913691,animation,Animation,tagsAndSkills
240925913691,graphic designing,Graphic Designing,tagsAndSkills
240925913691,asset,Asset,tagsAndSkills
240925913691,3d modeling,3D Modeling,tagsAndSkills
240925913691,c#,C#,tagsAndSkills
240925913691,3ds max,3Ds Max,tagsAndSkills
240925028159,QMS,QMS,tagsAndSkills
240925028159,Compliance for Quality Control,Compliance for Quality Control,tagsAndSkills
240925028159,SOP,SOP,tagsAndSkills
240925028159,ISO Audit,ISO Audit,tagsAndSkills
240925028159,Review of Specification,Review of Specification,tagsAndSkills
240925028159,Gmp Compliance,Gmp Compliance,tagsAndSkills
240925028159,review of analytical records,Review Of Analytical Records,tagsAndSkills
240925028159,GMP,GMP,tagsAndSkills
240524008004,equity advisor,Equity Advisor,tagsAndSkills
240524008004,Broking,Broking,tagsAndSkills
240524008004,Equity Broking,Equity Broking,tagsAndSkills
240524008004,Advisory,Advisory,tagsAndSkills
240524008004,Revenue Generation,Revenue Generation,tagsAndSkills
240524008004,equity dealer,Equity Dealer,tagsAndSkills
240524008004,Stock Broking,Stock Broking,tagsAndSkills
240524008004,NISM,NISM,tagsAndSkills
230925500946,Training,Training,tagsAndSkills
230925500946,Payment collection,Payment collection,tagsAndSkills
230925500946,Sales,Sales,tagsAndSkills
230925500946,Monitoring,Monitoring,tagsAndSkills
230925500946,Collections,Collections,tagsAndSkills
230925500946,Payments,Payments,tagsAndSkills
230925037553,Django,Django,tagsAndSkills
230925037553,Python,Python,tagsAndSkills
230925037553,Django Framework,Django Framework,tagsAndSkills
230925037553,Python Development,Python Development,tagsAndSkills
230925037553,Software,Software,tagsAndSkills
230925037553,Development,Development,tagsAndSkills
230925037553,Software development,Software development,tagsAndSkills
230925037553,Framework,Framework,tagsAndSkills
230925037382,SAP SD,SAP SD,tagsAndSkills
230925037382,Sales And Distribution,Sales And Distribution,tagsAndSkills
230925037382,Sap Sales And Distribution,Sap Sales And Distribution,tagsAndSkills
230925037382,SAP Presales,SAP Presales,tagsAndSkills
230925037382,Consulting,Consulting,tagsAndSkills
230925037382,Saps,Saps,tagsAndSkills
230925037382,SAP,SAP,tagsAndSkills
230925037382,Sales,Sales,tagsAndSkills
230925027816,Testing Tools,Testing Tools,tagsAndSkills
230925027816,Sockets,Sockets,tagsAndSkills
230925027816,Inspection,Inspection,tagsAndSkills
230925027816,Design,Design,tagsAndSkills
230925027816,Validation Testing,Validation Testing,tagsAndSkills
230925027816,Checking,Checking,tagsAndSkills
230925027816,Data validation,Data validation,tagsAndSkills
230925027816,Software testing,Software testing,tagsAndSkills
230925019004,Sales,Sales,tagsAndSkills
230925019004,Health Insurance Sales,Health Insurance Sales,tagsAndSkills
230925019004,Agency Sales,Agency Sales,tagsAndSkills
230925019004,Finance Sales,Finance Sales,tagsAndSkills
230925019004,Sales Life Insurance,Sales Life Insurance,tagsAndSkills
230925019004,Bfsi Sales,Bfsi Sales,tagsAndSkills
230925019004,Credit Card Sales,Credit Card Sales,tagsAndSkills
230925019004,Field Sales,Field Sales,tagsAndSkills
210225008182,Embedded Software,Embedded Software,tagsAndSkills
210225008182,Embedded Development,Embedded Development,tagsAndSkills
210225008182,Firmware Development,Firmware Development,tagsAndSkills
210225008182,Embedded Testing,Embedded Testing,tagsAndSkills
210225008182,PCB Designing,PCB Designing,tagsAndSkills
210225008182,Microcontroller,Microcontroller,tagsAndSkills
210225008182,Firmware Testing,Firmware Testing,tagsAndSkills
210225008182,Embedded,Embedded,tagsAndSkills
210225008182,C++,C++,text_enrichment
190425004796,KNowledge of Tire Manufacturing Machines,KNowledge of Tire Manufacturing Machines,tagsAndSkills
190425004796,Maintenance in Tire Curing,Maintenance in Tire Curing,tagsAndSkills
190425004796,ISO 9001,ISO 9001,tagsAndSkills
190425004796,Computer Skills,Computer Skills,tagsAndSkills
190425004796,Manufacturing,Manufacturing,tagsAndSkills
190425004796,Mechanical,Mechanical,tagsAndSkills
190425004796,Computer Knowledge,Computer Knowledge,tagsAndSkills
190425004796,Computer,Computer,tagsAndSkills
170925022548,Java,Java,tagsAndSkills
170925022548,Full Stack Application Development,Full Stack Application Development,tagsAndSkills
170925022548,SQL,SQL,tagsAndSkills
170925022548,API,API,tagsAndSkills
170925022548,Python,Python,tagsAndSkills
170925022548,Leadership,Leadership,tagsAndSkills
170925022548,Spring Boot,Spring Boot,tagsAndSkills
170925022548,Ci/Cd,Ci/Cd,tagsAndSkills
170125011874,Hematology,Hematology,tagsAndSkills
170125011874,Chemotherapy,Chemotherapy,tagsAndSkills
170125011874,Blood Transfusion,Blood Transfusion,tagsAndSkills
170125011874,Diagnostics,Diagnostics,tagsAndSkills
170125011874,Platelet Transfusion,Platelet Transfusion,tagsAndSkills
170125011874,Counseling,Counseling,tagsAndSkills
170125011874,Anticoagulation Therapy,Anticoagulation Therapy,tagsAndSkills
170125011874,Lymph Node Biopsy,Lymph Node Biopsy,tagsAndSkills
130525012555,Critical Care,Critical Care,tagsAndSkills
130525012555,ICU,ICU,tagsAndSkills
130525012555,Sedation and Analgesia Management,Sedation and Analgesia Management,tagsAndSkills
130525012555,Emergency Resuscitation,Emergency Resuscitation,tagsAndSkills
130525012555,Endotracheal Intubation,Endotracheal Intubation,tagsAndSkills
130525012555,Ventilator Management,Ventilator Management,tagsAndSkills
130525012555,Arterial Line Insertion,Arterial Line Insertion,tagsAndSkills
130525012555,Chest Tube Insertion,Chest Tube Insertion,tagsAndSkills
120225014822,Extruder,Extruder,tagsAndSkills
120225014822,Tire Building,Tire Building,tagsAndSkills
120225014822,Mixing,Mixing,tagsAndSkills
120225014822,Tire Curing,Tire Curing,tagsAndSkills
120225014822,Team Player,Team Player,tagsAndSkills
120225014822,Communication Skills,Communication Skills,tagsAndSkills
120225014822,Production,Production,tagsAndSkills
120225014822,Team,Team,tagsAndSkills
110225015943,Automation,Automation,tagsAndSkills
110225015943,Instruments,Instruments,tagsAndSkills
110225015943,Hydraulics,Hydraulics,tagsAndSkills
110225015943,Pneumatics,Pneumatics,tagsAndSkills
110225015943,Senior,Senior,tagsAndSkills
110225015943,Electricals,Electricals,tagsAndSkills
100225005797,Advance Excel.,Advance Excel,tagsAndSkills
100225005797,SAP ERP,SAP ERP,tagsAndSkills
100225005797,Negotiation Skills,Negotiation Skills,tagsAndSkills
100225005797,M.S.Office,M.S.Office,tagsAndSkills
100225005797,Purchase,Purchase,tagsAndSkills
100225005797,Engineering,Engineering,tagsAndSkills
100225005797,Engineering Purchase,Engineering Purchase,tagsAndSkills
100225005797,SAP,SAP,tagsAndSkills
80525005008,Direct Sales,Direct Sales,tagsAndSkills
80525005008,Team Handling,Team Handling,tagsAndSkills
80525005008,Lead Generation,Lead Generation,tagsAndSkills
80525005008,New Client Acquisition,New Client Acquisition,tagsAndSkills
80525005008,Field Sales,Field Sales,tagsAndSkills
80525005008,B2B Sales,B2B Sales,tagsAndSkills
80525005008,Corporate Sales,Corporate Sales,tagsAndSkills
80525005008,Revenue Generation,Revenue Generation,tagsAndSkills
50325025485,Communication Skills,Communication Skills,tagsAndSkills
50325025485,Business development,Business development,tagsAndSkills
50325025485,Development,Development,tagsAndSkills
31025906525,Coffee,Coffee,tagsAndSkills
31025906525,Matcha,Matcha,tagsAndSkills
31025906525,Barista,Barista,tagsAndSkills
31025906525,Cafe,Cafe,tagsAndSkills
31025906525,Cooking,Cooking,tagsAndSkills
31025906525,Sanitation,Sanitation,tagsAndSkills
31025906525,Consistency,Consistency,tagsAndSkills
31025906525,Food Safety,Food Safety,tagsAndSkills
31025503463,SQL,SQL,text_enrichment
31025502911,team management,Team Management,tagsAndSkills
31025502911,channel sales,Channel Sales,tagsAndSkills
31025502911,branding,Branding,tagsAndSkills
31025502911,direct marketing,Direct Marketing,tagsAndSkills
31025502911,team handling,Team Handling,tagsAndSkills
31025502911,presentation skills,Presentation Skills,tagsAndSkills
31025502911,sales activities,Sales Activities,tagsAndSkills
31025502911,customer interaction,Customer Interaction,tagsAndSkills
31025019019,Retail,Retail,tagsAndSkills
31025019019,LS central,LS central,tagsAndSkills
31025019019,Navision,Navision,tagsAndSkills
31025019019,Business central,Business central,tagsAndSkills
31025013937,Operation Theater Assistant,Operation Theater Assistant,tagsAndSkills
31025013937,Eye OT,Eye OT,tagsAndSkills
31025013937,OT Assistant,OT Assistant,tagsAndSkills
31025013937,OT Technician,OT Technician,tagsAndSkills
31025013937,operation theater executive assistant,Operation Theater Executive Assistant,tagsAndSkills
31025013937,Ophthalmic Surgery,Ophthalmic Surgery,tagsAndSkills
31025013937,Operation Theater Technician,Operation Theater Technician,tagsAndSkills
31025013937,scrub nurse,Scrub Nurse,tagsAndSkills
31025013479,Electrical Works,Electrical Works,tagsAndSkills
31025013479,Electrical Engineering,Electrical Engineering,tagsAndSkills
31025013479,Electrical Maintenance,Electrical Maintenance,tagsAndSkills
31025013479,Electrical Installation,Electrical Installation,tagsAndSkills
31025013479,Installation,Installation,tagsAndSkills
31025013479,Maintenance,Maintenance,tagsAndSkills
31025013479,Engineering,Engineering,tagsAndSkills
31025013479,Electricals,Electricals,tagsAndSkills
31025013370,Plant Maintenance,Plant Maintenance,tagsAndSkills
31025013370,Mechanical Engineering,Mechanical Engineering,tagsAndSkills
31025013370,Mechanical Skills,Mechanical Skills,tagsAndSkills
31025013370,Maintenance Engineering,Maintenance Engineering,tagsAndSkills
31025013370,Breakdown Maintenance,Breakdown Maintenance,tagsAndSkills
31025013370,Utility Maintenance,Utility Maintenance,tagsAndSkills
31025013370,Predictive Maintenance,Predictive Maintenance,tagsAndSkills
31025013370,Preventive Maintenance,Preventive Maintenance,tagsAndSkills
31025013296,Civil Engineering,Civil Engineering,tagsAndSkills
31025013296,Construction,Construction,tagsAndSkills
31025013296,Site Engineering,Site Engineering,tagsAndSkills
31025013296,Industrial Construction,Industrial Construction,tagsAndSkills
31025013296,Industrial,Industrial,tagsAndSkills
31025013296,Engineering,Engineering,tagsAndSkills
31025013296,Civil,Civil,tagsAndSkills
31025013296,Site,Site,tagsAndSkills
31025012971,innovation,Innovation,tagsAndSkills
31025012971,fundamentals,Fundamentals,tagsAndSkills
31025012971,data,Data,tagsAndSkills
31025012971,analytical ability,Analytical Ability,tagsAndSkills
31025012971,general trade,General Trade,tagsAndSkills
31025012971,sales force automation,Sales Force Automation,tagsAndSkills
31025012971,distribution,Distribution,tagsAndSkills
31025012971,m,M,tagsAndSkills
31025003429,Redux,Redux,tagsAndSkills
31025003429,React.Js,React.Js,tagsAndSkills
31025003429,CSS,CSS,tagsAndSkills
31025003429,Javascript,Javascript,tagsAndSkills
31025003429,Cs,Cs,tagsAndSkills
21025007590,Tds Filing,Tds Filing,tagsAndSkills
21025007590,Gst Filing,Gst Filing,tagsAndSkills
21025007590,Gst,Gst,tagsAndSkills
21025007590,Filing,Filing,tagsAndSkills
21025007590,Accounting,Accounting,tagsAndSkills
21025007590,Senior,Senior,tagsAndSkills
21025007590,TDS,TDS,tagsAndSkills
20425012847,Good Leadership qualities,Good Leadership qualities,tagsAndSkills
20425012847,Leadership Skills,Leadership Skills,tagsAndSkills
20425012847,Interpersonal Skills,Interpersonal Skills,tagsAndSkills
20425012847,man management and inter personal skills,Man Management And Inter Personal Skills,tagsAndSkills
20425012847,Leadership,Leadership,tagsAndSkills
20425012847,Interpersonal,Interpersonal,tagsAndSkills
20425012847,Leadership Quality,Leadership Quality,tagsAndSkills
20425012847,Personal,Personal,tagsAndSkills
11025910355,Customer Support,Customer Support,tagsAndSkills
11025910355,Cold calling,Cold calling,tagsAndSkills
11025910355,Lead generation,Lead generation,tagsAndSkills
11025910355,CRM Tools,CRM Tools,tagsAndSkills
11025910355,Outbound Marketing,Outbound Marketing,tagsAndSkills
11025910355,sales Development,sales Development,tagsAndSkills
11025910355,Development,Development,tagsAndSkills
11025910355,Calling,Calling,tagsAndSkills
11025023991,Outbound Sales,Outbound Sales,tagsAndSkills
11025023991,Telesales,Telesales,tagsAndSkills
11025023991,Inside Sales,Inside Sales,tagsAndSkills
11025023991,Bpo Sales,Bpo Sales,tagsAndSkills
11025023991,Hard Core Sales,Hard Core Sales,tagsAndSkills
11025023991,Outbound,Outbound,tagsAndSkills
11025023991,BPO,BPO,tagsAndSkills
11025023991,Core Sales,Core Sales,tagsAndSkills
11025023213,Autocad Drafting,Autocad Drafting,tagsAndSkills
11025023213,Civil Engineering,Civil Engineering,tagsAndSkills
11025023213,Drafting,Drafting,tagsAndSkills
11025023213,Draftsman Activities,Draftsman Activities,tagsAndSkills
11025023213,AutoCAD 3D,AutoCAD 3D,tagsAndSkills
11025023213,AutoCAD 2D,AutoCAD 2D,tagsAndSkills
11025023213,PEB,PEB,tagsAndSkills
11025023213,Detailing,Detailing,tagsAndSkills
11025021895,Communication Skills,Communication Skills,tagsAndSkills
11025021895,Sales,Sales,tagsAndSkills
11025021895,Lead Generation,Lead Generation,tagsAndSkills
11025021895,Voice Process,Voice Process,tagsAndSkills
11025021895,Bpo Sales,Bpo Sales,tagsAndSkills
11025021895,Sales Executive Activities,Sales Executive Activities,tagsAndSkills
11025021895,Voice Sales,Voice Sales,tagsAndSkills
11025021895,BPO,BPO,tagsAndSkills
11025019365,MIS Exper,MIS Exper,tagsAndSkills
11025019365,Payables,Payables,tagsAndSkills
11025019365,Accounts payable,Accounts payable,tagsAndSkills
11025019365,Accounting,Accounting,tagsAndSkills
11025019365,MIS,MIS,tagsAndSkills
11025017647,Communication Skills,Communication Skills,tagsAndSkills
11025017647,Sales,Sales,tagsAndSkills
11025017647,Telecalling,Telecalling,tagsAndSkills
11025015458,Sales,Sales,tagsAndSkills
11025015458,Inside Sales,Inside Sales,tagsAndSkills
11025015458,Target Achievement,Target Achievement,tagsAndSkills
11025015458,Communication Skills,Communication Skills,tagsAndSkills
11025015458,Inbound Sales,Inbound Sales,tagsAndSkills
11025015458,Telesales,Telesales,tagsAndSkills
11025015458,Problem Solving,Problem Solving,tagsAndSkills
11025015458,Convincing Power,Convincing Power,tagsAndSkills
11025011247,Physiotherapy,Physiotherapy,tagsAndSkills
11025011247,Rehabilitation,Rehabilitation,tagsAndSkills
11025009553,Ca,Ca,tagsAndSkills
11025009553,Finance Control,Finance Control,tagsAndSkills
11025009553,Taxation,Taxation,tagsAndSkills
11025009553,Indirect Taxation,Indirect Taxation,tagsAndSkills
11025009553,Indirect,Indirect,tagsAndSkills
11025009553,Control,Control,tagsAndSkills
11025009553,Finance,Finance,tagsAndSkills
11025009553,Accounting,Accounting,tagsAndSkills
250925038708,Kronos WIM Interface Designer Tool,Kronos WIM Interface Designer Tool,tagsAndSkills
250925038708,Kronos Analytics,Kronos Analytics,tagsAndSkills
250925038708,Accrual Profiles,Accrual Profiles,tagsAndSkills
250925038708,Human Capital,Human Capital,tagsAndSkills
250925038708,Interface Design,Interface Design,tagsAndSkills
250925038708,Accruals,Accruals,tagsAndSkills
250925038708,Analytics,Analytics,tagsAndSkills
250925038708,Interfaces,Interfaces,tagsAndSkills
250925033848,Marketo APIs,Marketo APIs,tagsAndSkills
250925033848,CSS,CSS,tagsAndSkills
250925033848,XML,XML,tagsAndSkills
250925033848,Javascript,Javascript,tagsAndSkills
250925033848,HTML,HTML,tagsAndSkills
250925033848,JSON,JSON,tagsAndSkills
250925033848,Cs,Cs,tagsAndSkills
250925033848,API,API,tagsAndSkills
250925020779,Servicenow,Servicenow,tagsAndSkills
250925020779,Angularjs,Angularjs,tagsAndSkills
250925020779,Integration,Integration,tagsAndSkills
250925020779,ITSM,ITSM,tagsAndSkills
250925020779,CMDB,CMDB,tagsAndSkills
250925020779,Javascript,Javascript,tagsAndSkills
250925020779,HRSD,HRSD,tagsAndSkills
250925020779,Service Catalog,Service Catalog,tagsAndSkills
250925010736,Bigquery,Bigquery,tagsAndSkills
250925010736,Python,Python,tagsAndSkills
250925010736,GCP,GCP,tagsAndSkills
250925010736,Data Flow,Data Flow,tagsAndSkills
250925010736,Flow,Flow,tagsAndSkills
250925010736,Data,Data,tagsAndSkills
250925001598,lab consumables,Lab Consumables,tagsAndSkills
250925001598,chemical sales,Chemical Sales,tagsAndSkills
250925001598,lab chemicals,Lab Chemicals,tagsAndSkills
250925001598,speciality chemicals,Speciality Chemicals,tagsAndSkills
250925001598,Fine Chemicals,Fine Chemicals,tagsAndSkills
250925001598,Chemical Marketing,Chemical Marketing,tagsAndSkills
250925001598,Chemical Industry,Chemical Industry,tagsAndSkills
250925001598,Solvent,Solvent,tagsAndSkills
250825010522,lead generation project execution & final installation delivery to clients,Lead Generation Project Execution & Final Installation Delivery To Clients,tagsAndSkills
250825010522,8+yrs specifically in ELEVATOR segment,8+yrs specifically in ELEVATOR segment,tagsAndSkills
250825010522,Project execution,Project execution,tagsAndSkills
250825010522,Final,Final,tagsAndSkills
250825010522,Project,Project,tagsAndSkills
250825010522,Generation,Generation,tagsAndSkills
250825010522,Key account management,Key account management,tagsAndSkills
250825010522,Sales,Sales,tagsAndSkills
240925933409,Reacts Js,Reacts Js,tagsAndSkills
240925933409,Java Fullstack,Java Fullstack,tagsAndSkills
240925933409,React.Js,React.Js,tagsAndSkills
240925933409,Full Stack,Full Stack,tagsAndSkills
240925933409,Java,Java,tagsAndSkills
240925933409,Javascript,Javascript,tagsAndSkills
240925933407,Reacts Js,Reacts Js,tagsAndSkills
240925933407,Java Fullstack,Java Fullstack,tagsAndSkills
240925933407,React.Js,React.Js,tagsAndSkills
240925933407,Java,Java,tagsAndSkills
240925933407,Javascript,Javascript,tagsAndSkills
240925933407,Full Stack,Full Stack,tagsAndSkills
240925933405,Reacts Js,Reacts Js,tagsAndSkills
240925933405,Java Fullstack,Java Fullstack,tagsAndSkills
240925933405,React.Js,React.Js,tagsAndSkills
240925933405,Java,Java,tagsAndSkills
240925933405,Full Stack,Full Stack,tagsAndSkills
240925933405,Javascript,Javascript,tagsAndSkills
240925933404,Reacts Js,Reacts Js,tagsAndSkills
240925933404,Java Fullstack,Java Fullstack,tagsAndSkills
240925933404,React.Js,React.Js,tagsAndSkills
240925933404,Java,Java,tagsAndSkills
240925933404,Javascript,Javascript,tagsAndSkills
240925933404,Full Stack,Full Stack,tagsAndSkills
240925933403,Reacts Js,Reacts Js,tagsAndSkills
240925933403,Java Fullstack,Java Fullstack,tagsAndSkills
240925933403,React.Js,React.Js,tagsAndSkills
240925933403,Java,Java,tagsAndSkills
240925933403,Javascript,Javascript,tagsAndSkills
240925933403,Full Stack,Full Stack,tagsAndSkills
240925933401,Reacts Js,Reacts Js,tagsAndSkills
240925933401,Java Fullstack,Java Fullstack,tagsAndSkills
240925933401,React.Js,React.Js,tagsAndSkills
240925933401,Java,Java,tagsAndSkills
240925933401,Full Stack,Full Stack,tagsAndSkills
240925933401,Javascript,Javascript,tagsAndSkills
240925035583,Scrum master,Scrum master,tagsAndSkills
240925035583,SFDC,SFDC,tagsAndSkills
240925035583,Salesforce,Salesforce,tagsAndSkills
240925035583,Scrum,Scrum,tagsAndSkills
240925035560,Vlocity,Vlocity,tagsAndSkills
240925035560,SFDC,SFDC,tagsAndSkills
240925035560,SFIDX,SFIDX,tagsAndSkills
240925035560,Vlocity Omniscript,Vlocity Omniscript,tagsAndSkills
240925035560,Architecture,Architecture,tagsAndSkills
240925035518,Vlocity,Vlocity,tagsAndSkills
240925035518,Vlocity Omniscript,Vlocity Omniscript,tagsAndSkills
240925035518,Azure Devops,Azure Devops,tagsAndSkills
240925035518,Salesforce,Salesforce,tagsAndSkills
240925035518,Microsoft Azure,Microsoft Azure,tagsAndSkills
240925035518,Devops,Devops,tagsAndSkills
240925033506,Casa,Casa,tagsAndSkills
240925033506,Mutual Funds,Mutual Funds,tagsAndSkills
240925033506,Cross Selling,Cross Selling,tagsAndSkills
240925033506,NRI,NRI,tagsAndSkills
240925033506,Retail Liabilities,Retail Liabilities,tagsAndSkills
240925033506,Third Party Products,Third Party Products,tagsAndSkills
240925033506,HNI Acquisition,HNI Acquisition,tagsAndSkills
240925033506,HNI Client Handling,HNI Client Handling,tagsAndSkills
240925029012,Presentation Skills,Presentation Skills,tagsAndSkills
240925029012,and problem solving skills are required in Chinese and English.  Computer literacy is required.,and problem solving skills are required in Chinese and English.  Computer literacy is required,tagsAndSkills
240925029012,Drawing,Drawing,tagsAndSkills
240925029012,Strong oral,Strong oral,tagsAndSkills
240925029012,written,Written,tagsAndSkills
240925029012,interpersonal,Interpersonal,tagsAndSkills
